channel_title,category_name,total_videos,avg_views,avg_engagement,total_views,percentage
Poswal Brother's Video,Music,190,13456.77,0.09,2556787,100.0
Pov2Chat,Comedy,1,119656.0,6.13,119656,100.0
PozziBlox,Gaming,1,336606.0,4.57,336606,100.0
Pragati Verma Shorts,Comedy,1,1286713.0,1.43,1286713,100.0
Praja Chaithanyam,News & Politics,1,318876.0,3.58,318876,100.0
Pramod`s Life,Autos & Vehicles,1,4131231.0,0.06,4131231,100.0
Pranay Gupta,People & Blogs,1,757418.0,5.01,757418,100.0
Prank Mania,People & Blogs,1,1128053.0,3.04,1128053,100.0
Pranky Time,People & Blogs,3,4194894.0,4.26,12584682,100.0
Prasadtechintelugu,Science & Technology,1,427583.0,10.58,427583,100.0
Prashant Rajput,Entertainment,1,3262704.0,1.58,3262704,100.0
PrathapGTech,Science & Technology,1,78810.0,2.6,78810,100.0
Praveen Pranav,Entertainment,2,603742.0,7.54,1207484,100.0
Preetyomahs World,Entertainment,1,84944.0,7.21,84944,100.0
Premier League,Sports,3,878485.67,2.93,2635457,100.0
Preston Stewart ,People & Blogs,2,566200.0,3.05,1132400,100.0
PrestonGamez,Gaming,1,175481.0,1.79,175481,100.0
Pretty Romantic,Entertainment,6,13598162.0,2.46,81588972,100.0
Prime Figure Skating,Sports,1,128399.0,4.73,128399,100.0
Prime Fútbol ,People & Blogs,1,341073.0,2.87,341073,100.0
Prime Video,Entertainment,607,915186.03,2.57,555517921,100.0
Prime Video India,Comedy,1,502959.0,3.83,502959,0.2
Prime Video India,Entertainment,487,750117.26,1.45,365307108,97.4
Prime Video India,Film & Animation,12,345578.58,2.34,4146943,2.4
Prime Video Sport Brasil,Sports,1,266866.0,2.46,266866,100.0
Prime Video Sport Deutschland,Sports,1,147959.0,1.03,147959,100.0
PrimeGuy,People & Blogs,1,215821.0,0.16,215821,100.0
Primera Linea,News & Politics,1,187969.0,1.47,187969,100.0
PrincipeVF,People & Blogs,1,1535911.0,3.76,1535911,100.0
Princy Parikh,People & Blogs,1,1390698.0,2.48,1390698,100.0
Print my vices,Entertainment,1,749019.0,3.3,749019,100.0
Priya Tiwari,People & Blogs,1,925714.0,3.66,925714,100.0
Priya and Sid,Howto & Style,1,1474720.0,8.43,1474720,100.0
Priyanka Deshpande,People & Blogs,3,489294.0,1.46,1467882,100.0
Priyanka tyagi,Entertainment,1,3201718.0,7.47,3201718,100.0
Priyanshu singh Royal,Gaming,2,26445194.0,1.05,52890388,100.0
ProBoiz 95,Comedy,4,2548743.25,3.47,10194973,0.94
ProBoiz 95,Entertainment,1,2565194.0,5.04,2565194,0.23
ProBoiz 95,Gaming,421,5418990.65,3.31,2281395064,98.83
ProTeam,Gaming,1,12569.0,2.98,12569,100.0
ProTech,Science & Technology,1,29736.0,4.52,29736,100.0
ProbIems,Gaming,500,773913.0,1.95,386956501,100.0
Problems Raiz ,Gaming,1,45849.0,3.8,45849,100.0
Problems TV,People & Blogs,1,45537.0,2.04,45537,100.0
Procellim,Sports,1,462000.0,2.26,462000,100.0
Prodip bro 63,People & Blogs,7,15901394.43,1.02,111309761,100.0
Prof. Fer Garcia I Química,Education,1,1604500.0,4.72,1604500,100.0
Professional Darts Corporation,Sports,1,173198.0,1.91,173198,100.0
Profik,People & Blogs,1,217168.0,2.34,217168,100.0
Profit Lex,People & Blogs,3,9641048.33,3.42,28923145,100.0
Programa 4 por 4,News & Politics,1,133849.0,17.25,133849,100.0
Proweld,Autos & Vehicles,1,88159.0,8.27,88159,100.0
Proyecto Puente,News & Politics,2,437398.0,2.2,874796,100.0
PsEuDoLeSs1,Gaming,1,14689.0,9.07,14689,100.0
Psyhodelik,Entertainment,1,34387.0,6.07,34387,100.0
Puckzito,Gaming,1,7239102.0,2.98,7239102,100.0
PufferPlays,Gaming,1,78016.0,5.38,78016,100.0
PufferTV,People & Blogs,1,118993.0,7.44,118993,100.0
Pulse Cut,People & Blogs,3,6131053.33,6.57,18393160,100.0
PulseNow - نبض الآن,People & Blogs,1,239000.0,2.19,239000,100.0
Punchline English,Entertainment,1,1106317.0,2.02,1106317,100.0
PupiGames,Gaming,1,16754.0,4.43,16754,100.0
Purdroid,Science & Technology,1,31697.0,3.47,31697,100.0
Pure Logic,People & Blogs,1,761613.0,5.79,761613,100.0
Pure Luster,People & Blogs,1,551111.0,3.22,551111,100.0
Pure Moments,People & Blogs,4,6478873.25,6.51,25915493,100.0
Pure Politique,News & Politics,1,60963.0,9.64,60963,100.0
Pure Vibes,Entertainment,1,7875760.0,3.2,7875760,100.0
Pusa,People & Blogs,2,6600367.5,2.87,13200735,100.0
Pushard Kravetsky,People & Blogs,1,2213365.0,1.11,2213365,100.0
PuthiyathalaimuraiTV,News & Politics,3,677785.67,1.83,2033357,75.0
PuthiyathalaimuraiTV,Sports,1,273551.0,1.19,273551,25.0
Puthu Ideas,Entertainment,1,1102071.0,3.59,1102071,100.0
PvZ Дичь ,People & Blogs,1,64790.0,12.61,64790,100.0
Px Jama,People & Blogs,1,1578733.0,5.28,1578733,100.0
Página de Baikes ,People & Blogs,1,1204688.0,1.97,1204688,100.0
Pânico Jovem Pan,Entertainment,1,58013.0,4.6,58013,100.0
Pöhler&Poeten,Sports,1,577514.0,2.6,577514,100.0
QI,Entertainment,1,712643.0,2.91,712643,100.0
QUB : radio • télé • balado • vidéo,News & Politics,1,17368.0,2.9,17368,100.0
QUIET SRT,Autos & Vehicles,4,1226931.5,5.14,4907726,100.0
QUITO,Entertainment,1,918783.0,1.14,918783,100.0
QVC,Entertainment,1,0.0,0.0,0,100.0
Qasim,Gaming,1,35183.0,7.61,35183,100.0
Qrez Shorts,People & Blogs,1,1843200.0,10.11,1843200,100.0
Qual você escolheria,Entertainment,1,1770760.0,3.16,1770760,100.0
Quan Ho,People & Blogs,1,325230.0,3.33,325230,100.0
Quang hải Nguyễn,People & Blogs,1,3186331.0,1.7,3186331,100.0
Quarthelle DV,Film & Animation,3,1268001.0,4.08,3804003,100.0
Que absurdo isso!,People & Blogs,2,2096445.0,6.39,4192890,100.0
Queen City News,News & Politics,1,2506826.0,1.79,2506826,100.0
Queen gravity ,People & Blogs,4,45158854.0,0.89,180635416,100.0
Quentin skyz 🤳🏻,Entertainment,1,366630.0,4.39,366630,100.0
Qui Veut Être Mon Associé ? - M6,Entertainment,1,125564.0,1.71,125564,100.0
Quick 5 Rankings,Entertainment,2,4195129.5,2.21,8390259,100.0
Quick fun,Comedy,8,10114431.75,0.0,80915454,100.0
Quick tar,Entertainment,3,27812922.0,3.27,83438766,100.0
Quiet Strength MMA,People & Blogs,3,1217296.0,4.8,3651888,100.0
Quillon,Film & Animation,2,1594399.0,8.47,3188798,100.0
Quincy Boykins,Gaming,3,4121949.67,4.88,12365849,100.0
Quinlan Vale,Film & Animation,4,6046051.25,6.18,24184205,100.0
Quit editz,Entertainment,2,9538904.0,1.45,19077808,100.0
Quivox,People & Blogs,1,153059.0,4.76,153059,100.0
QuizKnock,Entertainment,1,995895.0,4.31,995895,100.0
QuizKnockと学ぼう,Education,1,251540.0,6.66,251540,100.0
Quotidien,Entertainment,1,825774.0,2.73,825774,100.0
Quran Sunnah Tv,People & Blogs,1,3157515.0,2.04,3157515,100.0
Quốc Quốc vsibv,People & Blogs,1,223965.0,2.03,223965,100.0
QyzylTv,Entertainment,1,2894569.0,7.99,2894569,100.0
Qz012,People & Blogs,1,223367.0,4.25,223367,100.0
R A T 🐭,Gaming,1,124634.0,0.45,124634,100.0
R G,People & Blogs,1,1279579.0,1.62,1279579,100.0
R Nait,Music,2,6984276.5,1.85,13968553,100.0
R.@.38,People & Blogs,1,54346.0,3.67,54346,100.0
R7 ESPORTES,Sports,1,871729.0,0.71,871729,100.0
RACKET MUSIC,Music,1,155142.0,0.45,155142,100.0
RADIOMOJARRA,Entertainment,1,45450.0,3.45,45450,100.0
RAFÃO,Gaming,1,60758.0,7.01,60758,100.0
RAJESH AHIR,Music,1,35988.0,5.9,35988,100.0
RANDIR PUBG,Gaming,1,23296.0,3.28,23296,100.0
RANKING MOMENTS,Entertainment,1,2039354.0,3.99,2039354,100.0
RAYANIS,Gaming,1,7586.0,7.66,7586,100.0
RAYTONIA,Gaming,1,30226.0,4.98,30226,100.0
RAYZIX.ANIME.,Film & Animation,1,78241.0,8.37,78241,100.0
RB ANIM,People & Blogs,1,16571072.0,2.22,16571072,100.0
RBPLAYIN,Entertainment,1,212051.0,14.48,212051,100.0
RC ASSISTEC ,People & Blogs,1,81496.0,7.81,81496,100.0
RC_Worfelden,Sports,3,4507017.0,2.13,13521051,100.0
RD,Music,1,238445.0,2.35,238445,100.0
RDC Live,Gaming,1,85069.0,5.21,85069,100.0
RDN - Topic,Music,1,105387.0,2.54,105387,100.0
REALBATTLEBUILDS,People & Blogs,1,2037000.0,3.0,2037000,100.0
RECAP TRILLIONNAIRE,Entertainment,2,414872.0,5.84,829744,100.0
RECORD CABO VERDE,Entertainment,1,56450.0,3.47,56450,100.0
RED Games,Gaming,2,39492.0,1.91,78984,100.0
RED LAB,People & Blogs,2,2628298.0,2.67,5256596,100.0
REDKILL,Gaming,1,66194.0,1.35,66194,100.0
REDKILL Roblox,Gaming,1,43640.0,1.62,43640,100.0
REFIVE DETAILING,Autos & Vehicles,2,355595.0,2.68,711190,100.0
REGINA MILLER HAIR LIFE,People & Blogs,4,2271941.75,6.07,9087767,100.0
REHKAN OFFICIAL,People & Blogs,1,1469401.0,4.78,1469401,100.0
REI TV OFICIAL,People & Blogs,1,589320.0,3.77,589320,100.0
RENÉ SAÑUDO...,Music,1,3018217.0,3.3,3018217,100.0
REPerformance UK,Autos & Vehicles,1,46035.0,8.0,46035,100.0
REPÓRTER EVERALDO LEITE,Entertainment,1,3850442.0,2.7,3850442,100.0
REREPISKA,People & Blogs,2,1358511.5,3.39,2717023,100.0
RESENHAS DO TCAR,People & Blogs,1,368561.0,5.92,368561,100.0
RESPECT 👊,People & Blogs,1,322593.0,3.06,322593,100.0
RETO FINANCIERO,Entertainment,1,738436.0,2.04,738436,100.0
REVOCARS - АВТОМОБИЛИ ИЗ КИТАЯ И КОРЕИ ПОД ЗАКАЗ,Autos & Vehicles,1,1024807.0,0.37,1024807,100.0
REY HUB🦁,Entertainment,1,1367763.0,0.09,1367763,100.0
RFI,News & Politics,1,41318.0,0.84,41318,100.0
RFU News – Géopolitique Stratégique,News & Politics,1,46473.0,7.23,46473,100.0
RFU News — Strategic Geopolitics,News & Politics,2,293905.0,8.18,587810,100.0
RGT 85,Gaming,2,28309.5,7.96,56619,100.0
RGVideos,Entertainment,4,1004130.25,4.38,4016521,100.0
RICH CRAFTS,Gaming,1,88144.0,0.32,88144,100.0
RID Tv,News & Politics,1,112100.0,8.19,112100,100.0
RIP Edits,Entertainment,1,5594766.0,2.57,5594766,100.0
RISA PROGRAMADA,People & Blogs,1,1498844.0,3.2,1498844,100.0
RISARTIFICIAL,Comedy,1,951035.0,2.95,951035,100.0
RITMO DAS FAVELA,Entertainment,1,1788371.0,3.94,1788371,100.0
RIXELUS,Music,87,438750.64,0.46,38171306,98.86
RIXELUS,People & Blogs,1,158706.0,0.34,158706,1.14
RIZIN【切り抜き動画】チャンネル,Sports,1,78902.0,1.38,78902,100.0
RJ Raunac,Entertainment,486,1079501.91,5.49,524637930,97.2
RJ Raunac,News & Politics,13,541263.38,7.43,7036424,2.6
RJ Raunac,Sports,1,356769.0,8.67,356769,0.2
RJ Raunac No-Po,Entertainment,1,468181.0,3.98,468181,100.0
RJ23 IS LIVE BGMI ,Gaming,1,375743.0,0.51,375743,100.0
RK King,Music,1,29493.0,3.19,29493,100.0
RK Rajani Kaushal,Entertainment,1,174502.0,4.99,174502,100.0
RKK NEWS DIG,News & Politics,1,68371.0,0.62,68371,100.0
RKR vines,Entertainment,1,381347.0,4.78,381347,100.0
RMANYT ,Music,1,472868.0,2.06,472868,100.0
RMC,News & Politics,1,254694.0,0.6,254694,100.0
RMC Mecanic,Autos & Vehicles,1,86473.0,1.18,86473,100.0
RMC Sport Combat,Sports,1,54144.0,2.0,54144,100.0
RMCSport,Sports,1,55518.0,0.04,55518,100.0
RMN FC,Sports,1,564323.0,4.48,564323,100.0
ROAD FIGHTING CHAMPIONSHIP,Sports,1,359533.0,1.17,359533,100.0
ROBERT PG,Gaming,1,620439.0,7.81,620439,100.0
ROCKMAX ,Comedy,2,415998.5,1.63,831997,100.0
RODNY,Gaming,1,413456.0,3.85,413456,100.0
RONNY MARYJO,People & Blogs,1,550051.0,2.82,550051,100.0
ROOKIE,Entertainment,1,7460119.0,3.11,7460119,100.0
ROSS NAME,People & Blogs,2,222363.5,5.2,444727,100.0
ROSTIKFACEKID CHILL,People & Blogs,1,2841.0,3.2,2841,100.0
ROUND 1,Sports,2,1166825.5,4.15,2333651,100.0
ROYAL SPORTS,Sports,1,286586.0,1.27,286586,100.0
RP CHANNEL ,Music,1,2075769.0,4.59,2075769,100.0
RS 1313 LIVE,Entertainment,2,4253111.5,1.67,8506223,100.0
RS 1313 SHORT STORIES,Entertainment,1,2468872.0,1.63,2468872,100.0
RS 1313 SHORTS,Entertainment,1,314253.0,7.64,314253,100.0
RS Billiards,Sports,1,1496255.0,0.46,1496255,100.0
RSMSA,Entertainment,2,4722452.0,1.36,9444904,100.0
RTBF iXPé,Gaming,1,74578.0,6.64,74578,100.0
RTGame,Comedy,12,879192.33,6.54,10550308,0.8
RTGame,Entertainment,9,418333.33,6.72,3765000,0.6
RTGame,Gaming,1474,790556.52,4.64,1165280313,98.2
RTGame,Music,3,294686.67,13.66,884060,0.2
RTGame,Travel & Events,3,327865.0,9.53,983595,0.2
RTL  ,Comedy,1,102048.0,1.98,102048,50.0
RTL  ,News & Politics,1,22135.0,2.05,22135,50.0
RTL Exclusiv,Entertainment,1,39698.0,1.37,39698,100.0
RTL Haus & Garten,Entertainment,1,219009.0,1.97,219009,100.0
RTL Sport,Sports,1,191241.0,1.66,191241,100.0
RTV ,News & Politics,1,808971.0,0.98,808971,100.0
RTVI Новости,News & Politics,1,249489.0,2.55,249489,100.0
RTÉ News,News & Politics,4,1126904.5,2.34,4507618,100.0
RUBEN XD ,People & Blogs,1,2053564.0,2.93,2053564,100.0
RULIM SHORTS,People & Blogs,1,101983.0,0.79,101983,100.0
RUS Military,People & Blogs,1,2298933.0,3.34,2298933,100.0
RUSARM INFO,People & Blogs,1,87208.0,1.32,87208,100.0
RUSLANNN,Entertainment,2,1177604.0,3.92,2355208,100.0
RX MAGIC,People & Blogs,1,1406726.0,2.77,1406726,100.0
RYU MIN HEE - Topic,Music,37,387689.81,1.27,14344523,100.0
R_Football,People & Blogs,1,209381.0,5.08,209381,100.0
Raael. IG,People & Blogs,1,670033.0,4.22,670033,100.0
Rachna Jha Official ,Music,1,71360.0,0.5,71360,100.0
Racont’Afrique,People & Blogs,1,330974.0,4.72,330974,100.0
RadiKaifa,Gaming,1,21948.0,3.24,21948,100.0
Radio Paradise,Music,1,25650.0,0.23,25650,100.0
Radio-Canada Info,News & Politics,1,58407.0,1.23,58407,100.0
Radio-Canada Sports,Sports,1,111052.0,1.75,111052,100.0
Radiomojarra shorts,Travel & Events,1,73955.0,1.89,73955,100.0
Raf Talks Cricket,Sports,1,53405.0,3.05,53405,100.0
Rafa & Luiz,Entertainment,1,664599.0,5.77,664599,100.0
Rafa & Thaís,People & Blogs,2,1496236.5,2.44,2992473,100.0
Rafa Filmes,Film & Animation,1,1148151.0,4.06,1148151,100.0
Rafael Machado - MMA,People & Blogs,1,98791.0,6.62,98791,100.0
Rafael Silva,Entertainment,1,635601.0,3.37,635601,100.0
Rafael Sotto,Entertainment,2,1594075.5,4.32,3188151,100.0
Rafaela Kaori,People & Blogs,1,25814.0,10.04,25814,100.0
Rafainha,Entertainment,1,1604056.0,4.36,1604056,100.0
RafhaValent,Gaming,1,179577.0,1.78,179577,100.0
Rafinha Betero,Gaming,1,6191.0,9.24,6191,100.0
Rafinha Football,Sports,1,752381.0,1.92,752381,100.0
Rafita ortega,Education,1,5947186.0,10.68,5947186,100.0
RagyEdits 🇮🇳,Entertainment,5,19774561.2,0.03,98872806,100.0
Rahma Mohsen - رحمه محسن,Music,4,899612.25,1.6,3598449,80.0
Rahma Mohsen - رحمه محسن,People & Blogs,1,29986.0,1.99,29986,20.0
Rahul Mohanpuriya official,Music,74,36915.15,2.84,2731721,100.0
Rahul Puthi,Music,1,278126.0,6.37,278126,100.0
RaiN DyNasty,Gaming,1,56874.0,7.33,56874,100.0
Raider TV,Entertainment,3,809346.67,2.97,2428040,100.0
Raj Advithi ,Entertainment,1,218512.0,4.02,218512,100.0
Raj Mawar Official,Music,1,284032.0,7.77,284032,100.0
Rajada Funk,Music,1,514029.0,4.13,514029,100.0
Rajesh and Chinnu,People & Blogs,1,618231.0,4.24,618231,100.0
Rajni Chaudhary,Autos & Vehicles,1,2469815.0,2.99,2469815,100.0
Rajnish Chauhan,Entertainment,9,36010909.89,0.82,324098189,100.0
Ralf Schmitz,Entertainment,1,231858.0,3.25,231858,100.0
Rallied,Gaming,4,63330.25,1.34,253321,100.0
Ralls,People & Blogs,1,388030.0,3.72,388030,100.0
RallyX,Sports,1,167707.0,2.81,167707,100.0
Ralvon Vibes,People & Blogs,1,182343.0,10.46,182343,100.0
RamRamJi,Education,1,1590716.0,1.5,1590716,100.0
Ramadan Al Aoula TV,Entertainment,1,1228505.0,1.16,1228505,100.0
Ramana Rela Creations,Music,1,239082.0,7.45,239082,100.0
Rambo Goyard - Topic,Music,1,408303.0,2.05,408303,100.0
Ramirezpatriciayreqv,People & Blogs,1,555249.0,2.15,555249,100.0
Ramo Akh,Entertainment,1,787817.0,4.26,787817,100.0
Ramsivasa Tamil,Entertainment,2,847301.5,1.18,1694603,100.0
Ramson Cardoso,Entertainment,73,45425.89,3.24,3316090,91.25
Ramson Cardoso,Music,7,54353.71,3.02,380476,8.75
RanKKiba,Entertainment,1,497490.0,1.27,497490,100.0
Random Facts,Entertainment,1,1579115.0,2.32,1579115,100.0
RandomDude,People & Blogs,12,30520393.83,2.38,366244726,100.0
Ranedits,Entertainment,1,6080755.0,1.16,6080755,100.0
Ranfer Palma,People & Blogs,1,1667750.0,3.02,1667750,100.0
Rang TV,Entertainment,1,374869.0,4.14,374869,100.0
Rani Music World,Music,1,91286.0,0.46,91286,100.0
RankBandit,People & Blogs,1,1881118.0,5.85,1881118,100.0
RankDoo,Entertainment,1,5572096.0,3.35,5572096,100.0
RankRaccoon,Entertainment,5,9363116.4,2.84,46815582,100.0
RankWorld,People & Blogs,1,956555.0,3.77,956555,100.0
Ranked Vids,Music,5,8188839.8,4.93,40944199,100.0
Ranking David,People & Blogs,1,4681031.0,1.05,4681031,100.0
RankzGuru,People & Blogs,1,7922304.0,1.67,7922304,100.0
Rankzillion,Pets & Animals,1,9053563.0,0.01,9053563,100.0
Ranveer Allahbadia,Howto & Style,3,1214335.0,4.76,3643005,100.0
Ranzy,People & Blogs,1,4258549.0,2.79,4258549,100.0
Rap Français Buzzz,Entertainment,1,77068.0,2.67,77068,100.0
Rap Vault,People & Blogs,1,1710470.0,2.29,1710470,100.0
RapHype,People & Blogs,501,134690.21,1.25,67479797,100.0
Raphael Ghanem Cortes,Comedy,1,364471.0,4.88,364471,100.0
Raphael Victor,Entertainment,1,368950.0,9.69,368950,100.0
Rapid Right Report,People & Blogs,1,271232.0,4.26,271232,100.0
Rapin Laroe,People & Blogs,1,1155351.0,2.26,1155351,100.0
Raquel Bred,Entertainment,2,2270370.5,5.42,4540741,100.0
Rase Oder Stirb,Autos & Vehicles,1,65510.0,3.57,65510,100.0
Rasen-edits,People & Blogs,5,5142449.6,4.82,25712248,100.0
Rashid Akalbaev,People & Blogs,1,528556.0,1.9,528556,100.0
Rashidali vava entertainmentss,Education,2,677563.5,1.95,1355127,100.0
RasigargalinRasigan,People & Blogs,1,1971833.0,6.19,1971833,100.0
Rassemblement National,News & Politics,1,45042.0,4.64,45042,100.0
Rattlesnake Solutions,Pets & Animals,1,1559362.0,2.27,1559362,100.0
Raushan Rohi Entertainment,Music,334,2207209.52,2.28,737207979,100.0
Rauwil,People & Blogs,1,2283368.0,4.64,2283368,100.0
Raven,Gaming,1,50848.0,6.05,50848,100.0
Ravendr gamer ,People & Blogs,1,109139.0,0.21,109139,100.0
Ravi Naraniya ,Entertainment,1,732251.0,7.83,732251,100.0
Ravish Kumar Official,News & Politics,1,617185.0,5.46,617185,100.0
Raw Fed Kitties,People & Blogs,1,363510.0,5.2,363510,100.0
Raw Rescue,Entertainment,4,2713039.25,1.3,10852157,100.0
Raw Room,Sports,1,591149.0,8.7,591149,100.0
Ray Bacon,Gaming,1,122308.0,3.28,122308,100.0
Ray Filmz,Film & Animation,1,1556181.0,0.05,1556181,100.0
Ray Snakeyes,Gaming,1,142225.0,5.4,142225,100.0
Raya and Louis,People & Blogs,3,64255.33,9.34,192766,100.0
Rayo Hellcat,Autos & Vehicles,1,115867.0,0.82,115867,100.0
Raz Ols,Sports,1,1235526.0,1.9,1235526,100.0
Raz Shorts,Entertainment,5,737512.8,1.95,3687564,100.0
Razoplay,Gaming,1,21362.0,9.77,21362,100.0
Raúl Beltrán,Music,1,51348.0,2.15,51348,100.0
ReLike Vibes,Entertainment,15,16459334.07,3.05,246890011,100.0
Reacción FC,Sports,1,618746.0,1.57,618746,100.0
ReactStorm,Entertainment,3,1025862.67,3.01,3077588,100.0
Real Aman,Entertainment,1,7703190.0,4.75,7703190,100.0
Real Civil Engineer,Gaming,2,176623.5,3.11,353247,100.0
Real Earth Stories,People & Blogs,1,1765906.0,1.96,1765906,100.0
Real Emil,People & Blogs,1,661200.0,4.24,661200,100.0
Real Life Caught,People & Blogs,4,5131655.5,1.16,20526622,100.0
Real Madrid,Sports,1,298565.0,1.72,298565,100.0
Real Moonlight Show,Entertainment,3,241194.67,2.53,723584,100.0
Real Ones Daily,People & Blogs,1,449656.0,4.08,449656,100.0
Real Thugesh ,Entertainment,1,7863925.0,6.11,7863925,100.0
RealBallTalk,People & Blogs,1,365106.0,3.9,365106,100.0
RealFútbolX,Entertainment,1,1522418.0,8.42,1522418,100.0
Reality Check,Howto & Style,1,1481423.0,5.65,1481423,100.0
Reality Checks ,Entertainment,2,1094684.5,1.18,2189369,100.0
RealitätsStudio,Entertainment,3,491164.33,3.52,1473493,100.0
Reaper Highlights,Sports,5,8565465.2,4.39,42827326,100.0
Rebeca Ordinária ,People & Blogs,1,542561.0,5.1,542561,100.0
Rebel HQ,News & Politics,1,323807.0,2.91,323807,100.0
Rebel News,News & Politics,1,35048.0,10.31,35048,100.0
Rebo Officiel,Music,46,1532273.74,4.88,70484592,92.0
Rebo Officiel,People & Blogs,4,3421117.25,0.98,13684469,8.0
Recap Series,Entertainment,1,4355855.0,3.34,4355855,100.0
Recap+,Film & Animation,1,562859.0,10.59,562859,100.0
Reckers,Gaming,3,157352.67,5.75,472058,100.0
Record Brasília,News & Politics,1,102737.0,4.09,102737,100.0
Record Guaiba,People & Blogs,1,69189.0,4.59,69189,100.0
Record Interior SP,News & Politics,1,296762.0,2.95,296762,100.0
RecordPlus,Entertainment,1,207518.0,6.1,207518,100.0
Records Tune,Music,1,52817.0,1.52,52817,100.0
Recrent,Gaming,1,110344.0,4.12,110344,100.0
Rectoz aditz,People & Blogs,1,5047390.0,0.0,5047390,100.0
Red Beast,People & Blogs,2,509214.0,1.31,1018428,100.0
Red Blue Duty,People & Blogs,4,3648059.0,3.99,14592236,100.0
Red Bull,Sports,5,2057328.8,3.57,10286644,100.0
Red Bull Danmark,People & Blogs,3,12411123.0,3.24,37233369,100.0
Red Bull Deutschland Shorts,Sports,1,185663.0,2.26,185663,100.0
Red Bull USA,Sports,1,887723.0,2.31,887723,100.0
Red Corner Boxing,Sports,2,761970.0,1.73,1523940,100.0
Red Giant Movies,Film & Animation,1,25577022.0,3.0,25577022,100.0
Red Rat Assassin Pest control service,Pets & Animals,1,55684.0,3.6,55684,100.0
Red Shorts Politics,People & Blogs,1,1195605.0,4.26,1195605,100.0
RedEmption,Gaming,1,29108.0,9.18,29108,100.0
Rede Massa - Londrina,News & Politics,1,98318.0,2.63,98318,100.0
Rede TVT,News & Politics,1,46930.0,3.35,46930,100.0
Redi e Rosa,People & Blogs,1,38863.0,1.94,38863,100.0
Redimatus,People & Blogs,2,1500300.5,2.59,3000601,100.0
RedxSkull,People & Blogs,1,2132794.0,0.02,2132794,100.0
Reel Rush Sitcom,Film & Animation,3,2368652.67,5.38,7105958,100.0
ReelBound,People & Blogs,2,943597.0,5.95,1887194,100.0
ReelCraft ,People & Blogs,3,1858245.33,5.84,5574736,100.0
ReelRampage,Film & Animation,1,560463.0,1.32,560463,100.0
ReelStorm11q,Film & Animation,1,4626203.0,2.98,4626203,100.0
ReelVibe,Film & Animation,2,736374.5,4.54,1472749,100.0
Reels Auto ,Entertainment,1,534374.0,5.56,534374,100.0
ReelzChannel,Entertainment,4,665670.5,2.22,2662682,100.0
ReflejoAnimal,People & Blogs,1,477037.0,4.61,477037,100.0
Reflexiones Carrión Oficial,People & Blogs,1,308526.0,5.63,308526,100.0
Regelegorila,Entertainment,1,24242.0,5.47,24242,100.0
Regena D,Gaming,1,1223625.0,8.86,1223625,100.0
Regis desmantelado ,Comedy,1,341169.0,2.5,341169,100.0
Rehaan Records,Music,3,9950156.0,3.5,29850468,100.0
Rehaan Roy,People & Blogs,1,1867064.0,6.77,1867064,100.0
Rehz,People & Blogs,1,997624.0,0.2,997624,100.0
Rei Shorts,Entertainment,1,490100.0,8.76,490100,100.0
Reina Creativa,People & Blogs,1,1542690.0,0.01,1542690,100.0
